symbol,market,period_end,asof_ts,revenue,operating_income,net_income,free_cash_flow,total_assets,total_equity,total_debt,shares_out,eps,source
BAC,us,2013-09-30,2013-10-30T00:00:00,67454000000.0,,7992000000.0,,,232282000000.0,296100000000.0,10683282112.0,0.62,sec_edgar:companyfacts
BAC,us,2013-12-31,2014-02-25T00:00:00,88942000000.0,,11431000000.0,,,232685000000.0,295673000000.0,10591808296.0,0.9,sec_edgar:companyfacts
BAC,us,2014-03-31,2014-05-01T00:00:00,22566000000.0,,-276000000.0,,,231888000000.0,306194000000.0,10530045485.0,-0.05,sec_edgar:companyfacts
BAC,us,2014-06-30,2014-07-29T00:00:00,44313000000.0,,2015000000.0,,,237411000000.0,302944000000.0,10515824628.0,0.14,sec_edgar:companyfacts
BAC,us,2014-09-30,2014-11-06T00:00:00,65522000000.0,,1783000000.0,,,238681000000.0,501315000000.0,10515893904.0,0.1,sec_edgar:companyfacts
BAC,us,2014-12-31,2015-02-25T00:00:00,84247000000.0,,4833000000.0,,,243471000000.0,475588000000.0,10516542476.0,0.36,sec_edgar:companyfacts
BAC,us,2015-03-31,2015-04-29T00:00:00,21202000000.0,,3357000000.0,,,250188000000.0,474886000000.0,10520400507.0,0.27,sec_edgar:companyfacts
BAC,us,2015-06-30,2015-07-29T00:00:00,43319000000.0,,8677000000.0,,,251659000000.0,496341000000.0,10471836636.0,0.72,sec_edgar:companyfacts
BAC,us,2015-09-30,2015-10-30T00:00:00,64001000000.0,,13185000000.0,,,255905000000.0,471044000000.0,10427305035.0,1.09,sec_edgar:companyfacts
BAC,us,2015-12-31,2016-02-24T00:00:00,82507000000.0,,15888000000.0,,,256205000000.0,439153000000.0,10380265063.0,1.31,sec_edgar:companyfacts
BAC,us,2016-03-31,2016-05-02T00:00:00,19512000000.0,,2680000000.0,,,262776000000.0,452690000000.0,10312660252.0,0.21,sec_edgar:companyfacts
BAC,us,2016-06-30,2016-08-01T00:00:00,39910000000.0,,6912000000.0,,,267069000000.0,440730000000.0,10216780615.0,0.56,sec_edgar:companyfacts
BAC,us,2016-09-30,2016-11-01T00:00:00,63711000000.0,,13210000000.0,,,270083000000.0,225136000000.0,10123845121.0,1.1,sec_edgar:companyfacts
BAC,us,2016-12-31,2019-02-26T00:00:00,83701000000.0,,17906000000.0,,,266840000000.0,216823000000.0,10052625604.0,1.5,sec_edgar:companyfacts
BAC,us,2017-03-31,2018-04-30T00:00:00,22248000000.0,,4856000000.0,,,268153000000.0,221385000000.0,9974189863.0,0.41,sec_edgar:companyfacts
BAC,us,2017-06-30,2018-07-30T00:00:00,45077000000.0,,10125000000.0,,,270987000000.0,223923000000.0,9878118264.0,0.87,sec_edgar:companyfacts
BAC,us,2017-09-30,2018-10-29T00:00:00,66916000000.0,,15712000000.0,,,272459000000.0,228666000000.0,10457473674.0,1.35,sec_edgar:companyfacts
BAC,us,2017-12-31,2019-02-26T00:00:00,87352000000.0,,18232000000.0,,,267146000000.0,227402000000.0,10287302431.0,1.56,sec_edgar:companyfacts
BAC,us,2018-03-31,2018-04-30T00:00:00,23125000000.0,,6918000000.0,,,266224000000.0,232256000000.0,10175910851.0,0.62,sec_edgar:companyfacts
BAC,us,2018-06-30,2018-07-30T00:00:00,45734000000.0,,13702000000.0,,,264216000000.0,226595000000.0,10012719225.0,1.25,sec_edgar:companyfacts
BAC,us,2018-09-30,2018-10-29T00:00:00,68511000000.0,,20869000000.0,,,262158000000.0,234100000000.0,9858252641.0,1.91,sec_edgar:companyfacts
BAC,us,2018-12-31,2019-02-26T00:00:00,91247000000.0,,28147000000.0,,,265325000000.0,229340000000.0,9669286370.0,2.61,sec_edgar:companyfacts
BAC,us,2019-03-31,2019-04-26T00:00:00,23004000000.0,,7311000000.0,,,267010000000.0,233929000000.0,9568389268.0,0.7,sec_edgar:companyfacts
BAC,us,2019-06-30,2019-07-29T00:00:00,46088000000.0,,14659000000.0,,,271408000000.0,238011000000.0,9342601750.0,1.45,sec_edgar:companyfacts
BAC,us,2019-09-30,2019-10-28T00:00:00,68895000000.0,,20436000000.0,,,268387000000.0,243405000000.0,9079264535.0,2.01,sec_edgar:companyfacts
BAC,us,2019-12-31,2020-02-19T00:00:00,91244000000.0,,27430000000.0,,,264810000000.0,240856000000.0,8836148954.0,2.75,sec_edgar:companyfacts
BAC,us,2020-03-31,2020-05-01T00:00:00,22767000000.0,,4010000000.0,,,264918000000.0,256712000000.0,8675487435.0,0.4,sec_edgar:companyfacts
BAC,us,2020-06-30,2020-07-31T00:00:00,45093000000.0,,7543000000.0,,,265637000000.0,261638000000.0,8664081625.0,0.77,sec_edgar:companyfacts
BAC,us,2020-09-30,2020-10-30T00:00:00,65429000000.0,,12424000000.0,,,268850000000.0,255723000000.0,8661522562.0,1.28,sec_edgar:companyfacts
BAC,us,2020-12-31,2021-02-24T00:00:00,85528000000.0,,17894000000.0,,,272924000000.0,262934000000.0,8650814105.0,1.87,sec_edgar:companyfacts
BAC,us,2021-03-31,2021-04-29T00:00:00,22821000000.0,,8050000000.0,,,274000000000.0,251211000000.0,8589731470.0,0.86,sec_edgar:companyfacts
BAC,us,2021-06-30,2021-07-30T00:00:00,44287000000.0,,17274000000.0,,,277119000000.0,274604000000.0,8487151465.0,1.9,sec_edgar:companyfacts
BAC,us,2021-09-30,2021-10-29T00:00:00,67053000000.0,,24965000000.0,,,272464000000.0,278621000000.0,8241243911.0,2.75,sec_edgar:companyfacts
BAC,us,2021-12-31,2022-02-22T00:00:00,89113000000.0,,31978000000.0,,,270066000000.0,280117000000.0,8077831463.0,3.57,sec_edgar:companyfacts
BAC,us,2022-03-31,2022-04-29T00:00:00,23228000000.0,,7067000000.0,,,266617000000.0,278710000000.0,8062102236.0,0.8,sec_edgar:companyfacts
BAC,us,2022-06-30,2022-07-29T00:00:00,45916000000.0,,13314000000.0,,,269118000000.0,275697000000.0,8035221887.0,1.53,sec_edgar:companyfacts
BAC,us,2022-09-30,2022-10-28T00:00:00,70418000000.0,,20396000000.0,,,269524000000.0,269122000000.0,8024450244.0,2.34,sec_edgar:companyfacts
BAC,us,2022-12-31,2023-02-22T00:00:00,94950000000.0,,27528000000.0,,,273197000000.0,275982000000.0,7996777943.0,3.19,sec_edgar:companyfacts
BAC,us,2023-03-31,2023-05-01T00:00:00,26258000000.0,,8161000000.0,,,280196000000.0,283873000000.0,7972438148.0,0.94,sec_edgar:companyfacts
BAC,us,2023-06-30,2023-07-31T00:00:00,51455000000.0,,15569000000.0,,,283319000000.0,286073000000.0,7953563116.0,1.82,sec_edgar:companyfacts
BAC,us,2023-09-30,2023-10-31T00:00:00,76622000000.0,,23371000000.0,,,287064000000.0,290359000000.0,7923357339.0,2.72,sec_edgar:companyfacts
BAC,us,2023-12-31,2024-02-20T00:00:00,98581000000.0,,26515000000.0,,,291646000000.0,302204000000.0,7895457665.0,3.08,sec_edgar:companyfacts
BAC,us,2024-03-31,2024-04-30T00:00:00,25818000000.0,,6674000000.0,,,293552000000.0,296346000000.0,7866868200.0,0.76,sec_edgar:companyfacts
BAC,us,2024-06-30,2024-07-30T00:00:00,51195000000.0,,13571000000.0,,,293892000000.0,290474000000.0,7774753442.0,1.59,sec_edgar:companyfacts
BAC,us,2024-09-30,2024-10-29T00:00:00,76540000000.0,,20467000000.0,,,296512000000.0,296927000000.0,7688767832.0,2.4,sec_edgar:companyfacts
BAC,us,2024-12-31,2025-02-25T00:00:00,101887000000.0,,27132000000.0,,,295559000000.0,283279000000.0,7610862311.0,3.21,sec_edgar:companyfacts
BAC,us,2025-03-31,2025-04-30T00:00:00,27366000000.0,,7396000000.0,,,295581000000.0,304146000000.0,7560084716.0,0.9,sec_edgar:companyfacts
BAC,us,2025-06-30,2025-07-31T00:00:00,53829000000.0,,14512000000.0,,,299599000000.0,313418000000.0,7436679485.0,1.79,sec_edgar:companyfacts
BAC,us,2025-09-30,2025-10-31T00:00:00,81917000000.0,,22981000000.0,,,304152000000.0,311484000000.0,7329421929.0,2.85,sec_edgar:companyfacts
BAC,us,2025-12-31,2026-02-25T00:00:00,113097000000.0,,30509000000.0,,,303243000000.0,317816000000.0,7212464345.0,3.81,sec_edgar:companyfacts
BAC,us,2026-03-31,2026-05-01T00:00:00,30272000000.0,,8584000000.0,,,300668000000.0,325964000000.0,7129908032.0,1.11,sec_edgar:companyfacts
BAX,us,2007-12-31,2010-02-23T00:00:00,,,1707000000.0,1613000000.0,,,,,2.61,sec_edgar:companyfacts
BAX,us,2008-06-30,2009-07-28T00:00:00,,,973000000.0,718000000.0,,,,,1.52,sec_edgar:companyfacts
BAX,us,2008-09-30,2009-10-29T00:00:00,,,1445000000.0,1280000000.0,,,,,2.26,sec_edgar:companyfacts
BAX,us,2008-12-31,2010-02-23T00:00:00,,,2014000000.0,1561000000.0,,6229000000.0,388000000.0,,3.16,sec_edgar:companyfacts
BAX,us,2009-03-31,2010-05-10T00:00:00,,,516000000.0,66000000.0,,,,,0.83,sec_edgar:companyfacts
BAX,us,2009-06-30,2009-07-28T00:00:00,,,1103000000.0,661000000.0,,6552000000.0,234000000.0,,1.79,sec_edgar:companyfacts
BAX,us,2009-09-30,2009-10-29T00:00:00,,,1633000000.0,1289000000.0,,7086000000.0,31000000.0,,2.66,sec_edgar:companyfacts
BAX,us,2009-12-31,2010-02-23T00:00:00,,,2205000000.0,1895000000.0,,7191000000.0,29000000.0,,3.59,sec_edgar:companyfacts
BAX,us,2010-03-31,2010-05-10T00:00:00,,,-63000000.0,49000000.0,,6429000000.0,15000000.0,,-0.11,sec_edgar:companyfacts
BAX,us,2010-06-30,2010-08-05T00:00:00,,,472000000.0,595000000.0,,5898000000.0,15000000.0,,0.78,sec_edgar:companyfacts
BAX,us,2010-09-30,2010-11-03T00:00:00,,,997000000.0,1369000000.0,,6531000000.0,15000000.0,,1.67,sec_edgar:companyfacts
BAX,us,2010-12-31,2011-02-23T00:00:00,,,1420000000.0,2040000000.0,,6567000000.0,15000000.0,,2.39,sec_edgar:companyfacts
BAX,us,2011-03-31,2011-05-03T00:00:00,,,570000000.0,173000000.0,,6734000000.0,14000000.0,,0.98,sec_edgar:companyfacts
BAX,us,2011-06-30,2011-08-02T00:00:00,,,1185000000.0,595000000.0,,6997000000.0,13000000.0,,2.05,sec_edgar:companyfacts
BAX,us,2011-09-30,2011-11-02T00:00:00,,,1761000000.0,1282000000.0,,6952000000.0,87000000.0,,3.06,sec_edgar:companyfacts
BAX,us,2011-12-31,2012-02-23T00:00:00,,,2224000000.0,1857000000.0,,6585000000.0,256000000.0,,3.88,sec_edgar:companyfacts
BAX,us,2012-03-31,2012-05-03T00:00:00,,,588000000.0,174000000.0,,6725000000.0,313000000.0,,1.04,sec_edgar:companyfacts
BAX,us,2012-06-30,2012-08-02T00:00:00,,,1249000000.0,853000000.0,,6551000000.0,385000000.0,,2.24,sec_edgar:companyfacts
BAX,us,2012-09-30,2012-11-01T00:00:00,,,1832000000.0,1399000000.0,,7129000000.0,16000000.0,,3.29,sec_edgar:companyfacts
BAX,us,2012-12-31,2013-02-21T00:00:00,,,2326000000.0,1945000000.0,,6938000000.0,27000000.0,,4.18,sec_edgar:companyfacts
BAX,us,2013-03-31,2013-05-01T00:00:00,,,552000000.0,94000000.0,,6961000000.0,333000000.0,,1.0,sec_edgar:companyfacts
BAX,us,2013-06-30,2013-07-31T00:00:00,,,1142000000.0,510000000.0,,7282000000.0,33000000.0,,2.07,sec_edgar:companyfacts
BAX,us,2013-09-30,2013-10-30T00:00:00,,,1686000000.0,1078000000.0,,7749000000.0,42000000.0,,3.06,sec_edgar:companyfacts
BAX,us,2013-12-31,2014-02-21T00:00:00,,,2012000000.0,1673000000.0,,8463000000.0,181000000.0,,3.66,sec_edgar:companyfacts
BAX,us,2014-03-31,2015-02-26T00:00:00,,,556000000.0,138000000.0,,8671000000.0,49000000.0,,1.01,sec_edgar:companyfacts
BAX,us,2014-06-30,2015-02-26T00:00:00,,,520000000.0,314000000.0,,8662000000.0,186000000.0,,1.96,sec_edgar:companyfacts
BAX,us,2014-09-30,2015-02-26T00:00:00,,,468000000.0,747000000.0,,8404000000.0,392000000.0,,2.82,sec_edgar:companyfacts
BAX,us,2014-12-31,2015-02-26T00:00:00,,,2497000000.0,1317000000.0,,8120000000.0,913000000.0,,4.56,sec_edgar:companyfacts
BAX,us,2015-03-31,2015-05-06T00:00:00,,,430000000.0,-425000000.0,,7258000000.0,2151000000.0,,0.78,sec_edgar:companyfacts
BAX,us,2015-06-30,2015-08-07T00:00:00,,,762000000.0,-229000000.0,,7988000000.0,1493000000.0,,1.39,sec_edgar:companyfacts
BAX,us,2015-09-30,2015-11-09T00:00:00,,,763000000.0,265000000.0,,7824000000.0,1962000000.0,,1.39,sec_edgar:companyfacts
BAX,us,2015-12-31,2016-02-26T00:00:00,,,968000000.0,736000000.0,,8846000000.0,1775000000.0,,1.76,sec_edgar:companyfacts
BAX,us,2016-03-31,2016-05-06T00:00:00,,,3380000000.0,-517000000.0,,9019000000.0,817000000.0,,6.12,sec_edgar:companyfacts
BAX,us,2016-06-30,2016-08-04T00:00:00,,,4592000000.0,90000000.0,,8509000000.0,791000000.0,,8.32,sec_edgar:companyfacts
BAX,us,2016-09-30,2016-11-07T00:00:00,,,4722000000.0,422000000.0,,8677000000.0,,,8.55,sec_edgar:companyfacts
BAX,us,2016-12-31,2019-02-21T00:00:00,10163000000.0,,4965000000.0,935000000.0,,8290000000.0,,,9.01,sec_edgar:companyfacts
BAX,us,2017-03-31,2019-02-21T00:00:00,2475000000.0,,272000000.0,66000000.0,,8686000000.0,,,0.49,sec_edgar:companyfacts
BAX,us,2017-06-30,2018-08-06T00:00:00,5080000000.0,,537000000.0,439000000.0,,9175000000.0,,,0.97,sec_edgar:companyfacts
BAX,us,2017-09-30,2018-11-05T00:00:00,7787000000.0,,788000000.0,913000000.0,,9466000000.0,,,1.42,sec_edgar:companyfacts
BAX,us,2017-12-31,2019-02-21T00:00:00,10561000000.0,,717000000.0,1203000000.0,,9124000000.0,,,1.29,sec_edgar:companyfacts
BAX,us,2018-03-31,2019-02-21T00:00:00,2677000000.0,,389000000.0,292000000.0,,9099000000.0,,,0.71,sec_edgar:companyfacts
BAX,us,2018-06-30,2018-08-06T00:00:00,5519000000.0,,732000000.0,541000000.0,,8881000000.0,,,1.33,sec_edgar:companyfacts
BAX,us,2018-09-30,2018-11-05T00:00:00,8286000000.0,,1276000000.0,873000000.0,,9130000000.0,,,2.33,sec_edgar:companyfacts
BAX,us,2018-12-31,2019-02-21T00:00:00,11127000000.0,,1624000000.0,1415000000.0,,7794000000.0,2000000.0,,2.97,sec_edgar:companyfacts
BAX,us,2019-03-31,2019-05-08T00:00:00,2632000000.0,,347000000.0,-56000000.0,,7646000000.0,796000000.0,,0.66,sec_edgar:companyfacts
BAX,us,2019-06-30,2019-07-30T00:00:00,5472000000.0,,690000000.0,259000000.0,,7812000000.0,2000000.0,,1.33,sec_edgar:companyfacts
BAX,us,2019-09-30,2020-03-17T00:00:00,8323000000.0,,1024000000.0,770000000.0,,7588000000.0,0.0,,1.97,sec_edgar:companyfacts
BAX,us,2019-12-31,2020-03-17T00:00:00,11362000000.0,,1001000000.0,1408000000.0,,7882000000.0,226000000.0,,1.93,sec_edgar:companyfacts
BAX,us,2020-03-31,2020-04-30T00:00:00,2802000000.0,,332000000.0,100000000.0,,7699000000.0,221000000.0,,0.64,sec_edgar:companyfacts
BAX,us,2020-06-30,2020-07-30T00:00:00,5520000000.0,,578000000.0,330000000.0,,8128000000.0,1000000.0,,1.12,sec_edgar:companyfacts
BAX,us,2020-09-30,2020-10-29T00:00:00,8492000000.0,,934000000.0,684000000.0,,8567000000.0,0.0,,1.81,sec_edgar:companyfacts
BAX,us,2020-12-31,2021-02-11T00:00:00,11673000000.0,,1102000000.0,1159000000.0,,8689000000.0,6233000000.0,,2.13,sec_edgar:companyfacts
BAX,us,2021-03-31,2021-04-29T00:00:00,2946000000.0,,298000000.0,206000000.0,,8452000000.0,,,0.58,sec_edgar:companyfacts
BAX,us,2021-06-30,2021-07-29T00:00:00,6044000000.0,,596000000.0,525000000.0,,8494000000.0,51000000.0,,1.17,sec_edgar:companyfacts
BAX,us,2021-09-30,2021-10-28T00:00:00,9270000000.0,,1046000000.0,1021000000.0,,8770000000.0,301000000.0,,2.06,sec_edgar:companyfacts
BAX,us,2021-12-31,2022-02-23T00:00:00,12784000000.0,,1284000000.0,1479000000.0,,9077000000.0,18055000000.0,,2.53,sec_edgar:companyfacts
BAX,us,2022-03-31,2022-04-28T00:00:00,3707000000.0,,71000000.0,68000000.0,,9075000000.0,200000000.0,,0.14,sec_edgar:companyfacts
BAX,us,2022-06-30,2022-07-28T00:00:00,7453000000.0,,323000000.0,171000000.0,,8859000000.0,200000000.0,,0.64,sec_edgar:companyfacts
BAX,us,2022-09-30,2022-10-27T00:00:00,11226000000.0,,-2614000000.0,293000000.0,,5535000000.0,275000000.0,,-5.2,sec_edgar:companyfacts
BAX,us,2022-12-31,2023-02-09T00:00:00,15113000000.0,,-2433000000.0,532000000.0,,5833000000.0,17001000000.0,,-4.83,sec_edgar:companyfacts
BAX,us,2023-03-31,2023-04-27T00:00:00,3649000000.0,,44000000.0,307000000.0,,5879000000.0,50000000.0,,0.09,sec_edgar:companyfacts
BAX,us,2023-06-30,2023-07-27T00:00:00,7220000000.0,,-97000000.0,502000000.0,,5569000000.0,249000000.0,,-0.19,sec_edgar:companyfacts
BAX,us,2023-09-30,2023-11-02T00:00:00,10928000000.0,,2411000000.0,693000000.0,,8101000000.0,514000000.0,,4.76,sec_edgar:companyfacts
BAX,us,2023-12-31,2024-02-08T00:00:00,14813000000.0,,2656000000.0,1034000000.0,,8402000000.0,13855000000.0,,5.25,sec_edgar:companyfacts
BAX,us,2024-03-31,2024-05-02T00:00:00,3592000000.0,,37000000.0,,,8173000000.0,,,0.07,sec_edgar:companyfacts
BAX,us,2024-06-30,2024-08-06T00:00:00,7404000000.0,,-277000000.0,,,7643000000.0,,,-0.54,sec_edgar:companyfacts
BAX,us,2024-09-30,2024-11-12T00:00:00,7883000000.0,,-137000000.0,,,7872000000.0,,,-0.27,sec_edgar:companyfacts
BAX,us,2024-12-31,2025-02-21T00:00:00,10636000000.0,,-649000000.0,573000000.0,,6964000000.0,15306000000.0,,-1.27,sec_edgar:companyfacts
