symbol,market,period_end,asof_ts,revenue,operating_income,net_income,free_cash_flow,total_assets,total_equity,total_debt,shares_out,eps,source
QCOM,us,2009-12-27,2010-01-27T00:00:00,2670000000.0,,841000000.0,1151000000.0,,21353000000.0,,1674.0,0.5,sec_edgar:companyfacts
QCOM,us,2010-03-28,2010-04-21T00:00:00,5333000000.0,,1615000000.0,1836000000.0,,20720000000.0,,1640000000.0,0.96,sec_edgar:companyfacts
QCOM,us,2010-06-27,2011-07-20T00:00:00,8039000000.0,,2382000000.0,2670000000.0,,19886000000.0,,1609000000.0,1.43,sec_edgar:companyfacts
QCOM,us,2010-09-26,2010-11-03T00:00:00,10991000000.0,,3247000000.0,3650000000.0,,20858000000.0,,1612000000.0,1.96,sec_edgar:companyfacts
QCOM,us,2010-12-26,2011-11-02T00:00:00,3348000000.0,,1170000000.0,-54000000.0,,22736000000.0,,1634000000.0,0.71,sec_edgar:companyfacts
QCOM,us,2011-03-27,2011-04-20T00:00:00,7222000000.0,,2168000000.0,1635000000.0,,24967000000.0,,1666000000.0,1.3,sec_edgar:companyfacts
QCOM,us,2011-06-26,2011-07-20T00:00:00,10840000000.0,,3204000000.0,2680000000.0,,26271000000.0,,1677000000.0,1.9,sec_edgar:companyfacts
QCOM,us,2011-09-25,2011-11-02T00:00:00,14957000000.0,,4260000000.0,4307000000.0,,26951000000.0,994000000.0,1681000000.0,2.52,sec_edgar:companyfacts
QCOM,us,2011-12-25,2012-02-01T00:00:00,4681000000.0,,1401000000.0,1420000000.0,,28481000000.0,,1687000000.0,0.81,sec_edgar:companyfacts
QCOM,us,2012-03-25,2012-04-18T00:00:00,9625000000.0,,3631000000.0,3032000000.0,,31882000000.0,,1711000000.0,2.1,sec_edgar:companyfacts
QCOM,us,2012-06-24,2012-07-18T00:00:00,14251000000.0,,4838000000.0,3555000000.0,,32584000000.0,968000000.0,1712000000.0,2.78,sec_edgar:companyfacts
QCOM,us,2012-09-30,2012-11-07T00:00:00,19121000000.0,,6109000000.0,4714000000.0,,33523000000.0,,1706000000.0,3.51,sec_edgar:companyfacts
QCOM,us,2012-12-30,2013-01-30T00:00:00,6018000000.0,,1906000000.0,1770000000.0,,35334000000.0,,1716000000.0,1.09,sec_edgar:companyfacts
QCOM,us,2013-03-31,2013-04-24T00:00:00,12143000000.0,,3772000000.0,3697000000.0,,37611000000.0,,1726000000.0,2.15,sec_edgar:companyfacts
QCOM,us,2013-06-30,2013-07-24T00:00:00,18385000000.0,,5352000000.0,5460000000.0,,37578000000.0,,1722000000.0,3.04,sec_edgar:companyfacts
QCOM,us,2013-09-29,2013-11-06T00:00:00,24866000000.0,,6853000000.0,7730000000.0,,36088000000.0,,1685000000.0,3.91,sec_edgar:companyfacts
QCOM,us,2013-12-29,2014-01-29T00:00:00,6622000000.0,,1875000000.0,2571000000.0,,37027000000.0,,1687000000.0,1.09,sec_edgar:companyfacts
QCOM,us,2014-03-30,2014-04-23T00:00:00,12989000000.0,,3835000000.0,3798000000.0,,38254000000.0,,1686000000.0,2.23,sec_edgar:companyfacts
QCOM,us,2014-06-29,2014-07-23T00:00:00,19795000000.0,,6073000000.0,6313000000.0,,38789000000.0,,1678000000.0,3.53,sec_edgar:companyfacts
QCOM,us,2014-09-28,2014-11-05T00:00:00,26487000000.0,,7967000000.0,7702000000.0,,39169000000.0,0.0,1669000000.0,4.65,sec_edgar:companyfacts
QCOM,us,2014-12-28,2015-01-28T00:00:00,7099000000.0,,1972000000.0,2111000000.0,,38823000000.0,,1654000000.0,1.17,sec_edgar:companyfacts
QCOM,us,2015-03-29,2015-04-22T00:00:00,13993000000.0,,3025000000.0,1257000000.0,,37839000000.0,1096000000.0,1633000000.0,1.8,sec_edgar:companyfacts
QCOM,us,2015-06-28,2015-07-22T00:00:00,19825000000.0,,4209000000.0,3007000000.0,,33202000000.0,10913000000.0,1578000000.0,2.53,sec_edgar:companyfacts
QCOM,us,2015-09-27,2015-11-04T00:00:00,25281000000.0,,5271000000.0,4512000000.0,,31421000000.0,10969000000.0,1524000000.0,3.22,sec_edgar:companyfacts
QCOM,us,2015-12-27,2016-01-27T00:00:00,5775000000.0,,1498000000.0,2611000000.0,,30241000000.0,10950000000.0,1495000000.0,0.99,sec_edgar:companyfacts
QCOM,us,2016-03-27,2016-04-20T00:00:00,11326000000.0,,2662000000.0,,,29645000000.0,11942000000.0,1467000000.0,1.77,sec_edgar:companyfacts
QCOM,us,2016-06-26,2016-07-20T00:00:00,17370000000.0,,4106000000.0,,,30647000000.0,11773000000.0,1473000000.0,2.74,sec_edgar:companyfacts
QCOM,us,2016-09-25,2016-11-02T00:00:00,23554000000.0,,5705000000.0,6861000000.0,,31778000000.0,10008000000.0,1476000000.0,3.81,sec_edgar:companyfacts
QCOM,us,2016-12-25,2017-01-25T00:00:00,5999000000.0,,682000000.0,,,31215000000.0,9935000000.0,1478000000.0,0.46,sec_edgar:companyfacts
QCOM,us,2017-03-26,2017-04-19T00:00:00,11015000000.0,,1431000000.0,,,31344000000.0,9939000000.0,1477000000.0,0.96,sec_edgar:companyfacts
QCOM,us,2017-06-25,2017-07-19T00:00:00,16387000000.0,,2297000000.0,,,31294000000.0,19403000000.0,1476000000.0,1.54,sec_edgar:companyfacts
QCOM,us,2017-09-24,2017-11-01T00:00:00,22291000000.0,,2466000000.0,4003000000.0,,30746000000.0,19398000000.0,1474000000.0,1.65,sec_edgar:companyfacts
QCOM,us,2017-12-24,2019-01-30T00:00:00,6068000000.0,,-5953000000.0,1536000000.0,,,19381000000.0,1480000000.0,-4.03,sec_edgar:companyfacts
QCOM,us,2018-03-25,2019-05-01T00:00:00,11329000000.0,,-5590000000.0,1867000000.0,,23819000000.0,19361000000.0,1482000000.0,-3.78,sec_edgar:companyfacts
QCOM,us,2018-06-24,2019-07-31T00:00:00,16928000000.0,,-4371000000.0,3706000000.0,,23068000000.0,15378000000.0,1469000000.0,-2.96,sec_edgar:companyfacts
QCOM,us,2018-09-30,2019-01-30T00:00:00,22732000000.0,,-4864000000.0,3111000000.0,,807000000.0,15365000000.0,1219000000.0,-3.32,sec_edgar:companyfacts
QCOM,us,2018-12-30,2020-02-05T00:00:00,4842000000.0,,1068000000.0,204000000.0,,3617000000.0,15388000000.0,1210000000.0,0.87,sec_edgar:companyfacts
QCOM,us,2019-03-31,2020-04-29T00:00:00,9824000000.0,,1731000000.0,828000000.0,,,15405000000.0,1214000000.0,1.42,sec_edgar:companyfacts
QCOM,us,2019-06-30,2020-07-29T00:00:00,19459000000.0,,3880000000.0,5489000000.0,,,15428000000.0,1218000000.0,3.17,sec_edgar:companyfacts
QCOM,us,2019-09-29,2019-11-06T00:00:00,24273000000.0,,4386000000.0,6399000000.0,,4909000000.0,13437000000.0,1145000000.0,3.59,sec_edgar:companyfacts
QCOM,us,2019-12-29,2020-02-05T00:00:00,5077000000.0,,925000000.0,822000000.0,,,13437000000.0,1143000000.0,0.8,sec_edgar:companyfacts
QCOM,us,2020-03-29,2020-04-29T00:00:00,10292000000.0,,1393000000.0,1560000000.0,,,13449000000.0,1127000000.0,1.21,sec_edgar:companyfacts
QCOM,us,2020-06-28,2020-07-29T00:00:00,15185000000.0,,2238000000.0,3014000000.0,,,15425000000.0,1128000000.0,1.95,sec_edgar:companyfacts
QCOM,us,2020-09-27,2020-11-04T00:00:00,23531000000.0,,5198000000.0,4407000000.0,,,15226000000.0,1131000000.0,4.52,sec_edgar:companyfacts
QCOM,us,2020-12-27,2021-02-03T00:00:00,8235000000.0,,2455000000.0,2706000000.0,,,15231000000.0,1136000000.0,2.12,sec_edgar:companyfacts
QCOM,us,2021-03-28,2021-04-28T00:00:00,16170000000.0,,4217000000.0,5134000000.0,,,15235000000.0,1129000000.0,3.66,sec_edgar:companyfacts
QCOM,us,2021-06-27,2021-07-28T00:00:00,24230000000.0,,6245000000.0,8001000000.0,,,13695000000.0,1128000000.0,5.43,sec_edgar:companyfacts
QCOM,us,2021-09-26,2021-11-03T00:00:00,33566000000.0,,9043000000.0,8648000000.0,,,13701000000.0,1125000000.0,7.87,sec_edgar:companyfacts
QCOM,us,2021-12-26,2022-02-02T00:00:00,10705000000.0,,3399000000.0,1474000000.0,,,13708000000.0,1125000000.0,2.98,sec_edgar:companyfacts
QCOM,us,2022-03-27,2022-04-27T00:00:00,21868000000.0,,6333000000.0,3681000000.0,,,12195000000.0,1122000000.0,5.55,sec_edgar:companyfacts
QCOM,us,2022-06-26,2022-07-27T00:00:00,32805000000.0,,10063000000.0,6022000000.0,,,13600000000.0,1122000000.0,8.84,sec_edgar:companyfacts
QCOM,us,2022-09-25,2022-11-02T00:00:00,44200000000.0,,12936000000.0,6834000000.0,,,13537000000.0,1121000000.0,11.37,sec_edgar:companyfacts
QCOM,us,2022-12-25,2023-02-02T00:00:00,9463000000.0,,2235000000.0,2697000000.0,,,15431000000.0,1119000000.0,1.98,sec_edgar:companyfacts
QCOM,us,2023-03-26,2023-05-03T00:00:00,18738000000.0,,3939000000.0,3701000000.0,,,15486000000.0,1114000000.0,3.49,sec_edgar:companyfacts
QCOM,us,2023-06-25,2023-08-02T00:00:00,27189000000.0,,5742000000.0,6052000000.0,,,14530000000.0,1115000000.0,5.1,sec_edgar:companyfacts
QCOM,us,2023-09-24,2023-11-01T00:00:00,35820000000.0,,7232000000.0,9849000000.0,,,14484000000.0,1114000000.0,6.42,sec_edgar:companyfacts
QCOM,us,2023-12-24,2024-01-31T00:00:00,9935000000.0,,2767000000.0,2735000000.0,,,14566000000.0,1118000000.0,2.46,sec_edgar:companyfacts
QCOM,us,2024-03-24,2024-05-01T00:00:00,19325000000.0,,5093000000.0,6105000000.0,,,14543000000.0,1118000000.0,4.51,sec_edgar:companyfacts
QCOM,us,2024-06-23,2024-07-31T00:00:00,28718000000.0,,7222000000.0,8770000000.0,,,13190000000.0,1116000000.0,6.39,sec_edgar:companyfacts
QCOM,us,2024-09-29,2024-11-06T00:00:00,38962000000.0,,10142000000.0,11161000000.0,,,13270000000.0,1113000000.0,8.97,sec_edgar:companyfacts
QCOM,us,2024-12-29,2025-02-05T00:00:00,11669000000.0,,3180000000.0,4310000000.0,,,13212000000.0,1106000000.0,2.83,sec_edgar:companyfacts
QCOM,us,2025-03-30,2025-04-30T00:00:00,22649000000.0,,5992000000.0,6650000000.0,,,13258000000.0,1100000000.0,5.36,sec_edgar:companyfacts
QCOM,us,2025-06-29,2025-07-30T00:00:00,33013000000.0,,8658000000.0,9231000000.0,,,14788000000.0,1084000000.0,7.79,sec_edgar:companyfacts
QCOM,us,2025-09-28,2025-11-05T00:00:00,44284000000.0,,5541000000.0,12820000000.0,,,14811000000.0,1074000000.0,5.01,sec_edgar:companyfacts
QCOM,us,2025-12-28,2026-02-04T00:00:00,12252000000.0,,3004000000.0,4416000000.0,,,14817000000.0,1074000000.0,2.78,sec_edgar:companyfacts
QCOM,us,2026-03-29,2026-04-29T00:00:00,22851000000.0,,10375000000.0,6332000000.0,,,14772000000.0,1059000000.0,9.65,sec_edgar:companyfacts
RTX,us,2007-12-31,2010-02-11T00:00:00,55716000000.0,,4224000000.0,,,,,,4.27,sec_edgar:companyfacts
RTX,us,2008-06-30,2009-07-24T00:00:00,29902000000.0,,2275000000.0,,,,,,2.34,sec_edgar:companyfacts
RTX,us,2008-09-30,2009-10-23T00:00:00,44987000000.0,,3544000000.0,,,,,,3.68,sec_edgar:companyfacts
RTX,us,2008-12-31,2010-02-11T00:00:00,59757000000.0,,4689000000.0,,,15917000000.0,1023000000.0,1370054.0,4.9,sec_edgar:companyfacts
RTX,us,2009-03-31,2010-04-26T00:00:00,12249000000.0,,722000000.0,,,,,,0.78,sec_edgar:companyfacts
RTX,us,2009-06-30,2009-07-24T00:00:00,25445000000.0,,1698000000.0,,,17379000000.0,1242000000.0,,1.83,sec_edgar:companyfacts
RTX,us,2009-09-30,2009-10-23T00:00:00,38820000000.0,,2756000000.0,,,18489000000.0,943000000.0,,2.97,sec_edgar:companyfacts
RTX,us,2009-12-31,2010-02-11T00:00:00,52920000000.0,,3829000000.0,,,20066000000.0,9744000000.0,1381700.0,4.12,sec_edgar:companyfacts
RTX,us,2010-03-31,2010-04-26T00:00:00,12091000000.0,,866000000.0,,,19964000000.0,217000000.0,,0.93,sec_edgar:companyfacts
RTX,us,2010-06-30,2010-07-26T00:00:00,25981000000.0,,1976000000.0,,,19933000000.0,12065000000.0,,2.13,sec_edgar:companyfacts
RTX,us,2010-09-30,2010-10-25T00:00:00,39508000000.0,,3174000000.0,,,21254000000.0,12302000000.0,,3.43,sec_edgar:companyfacts
RTX,us,2010-12-31,2011-02-10T00:00:00,,,4373000000.0,,,21385000000.0,10289000000.0,,4.74,sec_edgar:companyfacts
RTX,us,2011-03-31,2011-04-25T00:00:00,,,1012000000.0,,,22126000000.0,10487000000.0,,1.11,sec_edgar:companyfacts
RTX,us,2011-06-30,2011-07-25T00:00:00,,,2330000000.0,,,22723000000.0,11398000000.0,,2.55,sec_edgar:companyfacts
RTX,us,2011-09-30,2011-10-24T00:00:00,,,3654000000.0,,,22590000000.0,11364000000.0,,4.02,sec_edgar:companyfacts
RTX,us,2011-12-31,2012-02-09T00:00:00,,,4979000000.0,,,21880000000.0,10260000000.0,,5.49,sec_edgar:companyfacts
RTX,us,2012-03-31,2012-04-30T00:00:00,,,330000000.0,,,22492000000.0,9791000000.0,,0.36,sec_edgar:companyfacts
RTX,us,2012-06-30,2012-07-30T00:00:00,,,1658000000.0,,,22604000000.0,20721000000.0,,1.83,sec_edgar:companyfacts
RTX,us,2012-09-30,2012-10-26T00:00:00,,,3073000000.0,,,24955000000.0,28700000000.0,,3.39,sec_edgar:companyfacts
RTX,us,2012-12-31,2013-02-07T00:00:00,,,5130000000.0,,,25914000000.0,23221000000.0,,5.66,sec_edgar:companyfacts
RTX,us,2013-03-31,2013-04-26T00:00:00,,,1266000000.0,,,26194000000.0,22824000000.0,,1.39,sec_edgar:companyfacts
RTX,us,2013-06-30,2013-07-26T00:00:00,,,2826000000.0,,,26987000000.0,21656000000.0,,3.09,sec_edgar:companyfacts
RTX,us,2013-09-30,2013-10-25T00:00:00,,,4258000000.0,,,28577000000.0,21188000000.0,,4.66,sec_edgar:companyfacts
RTX,us,2013-12-31,2014-02-06T00:00:00,,,5721000000.0,,,31866000000.0,20241000000.0,,6.25,sec_edgar:companyfacts
RTX,us,2014-03-31,2014-04-25T00:00:00,,,1213000000.0,,,32317000000.0,20043000000.0,,1.32,sec_edgar:companyfacts
RTX,us,2014-06-30,2014-07-25T00:00:00,,,2893000000.0,,,33785000000.0,20072000000.0,,3.16,sec_edgar:companyfacts
RTX,us,2014-09-30,2014-10-24T00:00:00,,,4747000000.0,,,34049000000.0,19998000000.0,,5.2,sec_edgar:companyfacts
RTX,us,2014-12-31,2015-02-05T00:00:00,,,6220000000.0,,,31213000000.0,19794000000.0,,6.82,sec_edgar:companyfacts
RTX,us,2015-03-31,2015-04-24T00:00:00,,,1426000000.0,,,28650000000.0,21993000000.0,,1.58,sec_edgar:companyfacts
RTX,us,2015-06-30,2015-07-24T00:00:00,,,2968000000.0,,,30377000000.0,2782000000.0,,3.31,sec_edgar:companyfacts
RTX,us,2015-09-30,2015-10-23T00:00:00,,,4330000000.0,,,30525000000.0,3024000000.0,,4.85,sec_edgar:companyfacts
RTX,us,2015-12-31,2016-02-11T00:00:00,,,7608000000.0,,,27358000000.0,20425000000.0,,8.61,sec_edgar:companyfacts
RTX,us,2016-03-31,2016-04-29T00:00:00,,,1191000000.0,,,28353000000.0,1233000000.0,,1.43,sec_edgar:companyfacts
RTX,us,2016-06-30,2016-07-29T00:00:00,,,2564000000.0,,,29090000000.0,753000000.0,,3.08,sec_edgar:companyfacts
RTX,us,2016-09-30,2016-10-27T00:00:00,,,4042000000.0,,,29187000000.0,871000000.0,,4.86,sec_edgar:companyfacts
RTX,us,2016-12-31,2019-02-07T00:00:00,57244000000.0,,5055000000.0,,,27579000000.0,23901000000.0,,6.12,sec_edgar:companyfacts
RTX,us,2017-03-31,2019-02-07T00:00:00,13815000000.0,,1386000000.0,,,27594000000.0,1200000000.0,,1.73,sec_edgar:companyfacts
RTX,us,2017-06-30,2018-07-27T00:00:00,29095000000.0,,2825000000.0,,,28442000000.0,682000000.0,,3.53,sec_edgar:companyfacts
RTX,us,2017-09-30,2018-10-26T00:00:00,44157000000.0,,4155000000.0,,,29881000000.0,1077000000.0,,5.2,sec_edgar:companyfacts
RTX,us,2017-12-31,2019-02-07T00:00:00,59837000000.0,,4552000000.0,,,29610000000.0,27485000000.0,,5.7,sec_edgar:companyfacts
RTX,us,2018-03-31,2019-02-07T00:00:00,15242000000.0,,1297000000.0,,,30534000000.0,1066000000.0,,1.62,sec_edgar:companyfacts
RTX,us,2018-06-30,2018-07-27T00:00:00,31947000000.0,,3345000000.0,,,31364000000.0,985000000.0,,4.18,sec_edgar:companyfacts
RTX,us,2018-09-30,2018-10-26T00:00:00,48457000000.0,,4583000000.0,,,32106000000.0,1576000000.0,,5.72,sec_edgar:companyfacts
RTX,us,2018-12-31,2019-02-07T00:00:00,66501000000.0,,5269000000.0,,,38446000000.0,45537000000.0,,6.5,sec_edgar:companyfacts
RTX,us,2019-03-31,2019-04-26T00:00:00,18365000000.0,,1346000000.0,,,39738000000.0,1111000000.0,,1.56,sec_edgar:companyfacts
RTX,us,2019-06-30,2019-07-26T00:00:00,37999000000.0,,3246000000.0,,,40754000000.0,1139000000.0,,3.76,sec_edgar:companyfacts
RTX,us,2019-09-30,2019-10-25T00:00:00,57495000000.0,,4394000000.0,,,40468000000.0,1327000000.0,,5.09,sec_edgar:companyfacts
RTX,us,2019-12-31,2022-02-11T00:00:00,77046000000.0,,5537000000.0,,,41774000000.0,43648000000.0,,6.41,sec_edgar:companyfacts
RTX,us,2020-03-31,2020-05-07T00:00:00,18210000000.0,,-83000000.0,,,39411000000.0,1725000000.0,,-0.1,sec_edgar:companyfacts
RTX,us,2020-06-30,2020-07-29T00:00:00,25421000000.0,,-3918000000.0,,,67225000000.0,243000000.0,,-3.2,sec_edgar:companyfacts
RTX,us,2020-09-30,2020-10-27T00:00:00,40168000000.0,,-3654000000.0,,,68379000000.0,228000000.0,,-2.79,sec_edgar:companyfacts
RTX,us,2020-12-31,2022-02-11T00:00:00,56587000000.0,,-3519000000.0,,,72163000000.0,31823000000.0,,-2.59,sec_edgar:companyfacts
RTX,us,2021-03-31,2021-04-27T00:00:00,15251000000.0,,753000000.0,,,71710000000.0,234000000.0,,0.5,sec_edgar:companyfacts
RTX,us,2021-06-30,2021-07-27T00:00:00,31131000000.0,,1785000000.0,,,71115000000.0,196000000.0,,1.18,sec_edgar:companyfacts
RTX,us,2021-09-30,2021-10-26T00:00:00,47344000000.0,,3178000000.0,,,71308000000.0,206000000.0,,2.1,sec_edgar:companyfacts
RTX,us,2021-12-31,2022-02-11T00:00:00,64388000000.0,,3864000000.0,,,73068000000.0,31485000000.0,,2.56,sec_edgar:companyfacts
RTX,us,2022-03-31,2023-04-25T00:00:00,15716000000.0,,1084000000.0,37000000.0,,72462000000.0,140000000.0,,0.72,sec_edgar:companyfacts
RTX,us,2022-06-30,2023-07-25T00:00:00,32030000000.0,,2388000000.0,844000000.0,,70441000000.0,113000000.0,,1.6,sec_edgar:companyfacts
RTX,us,2022-09-30,2023-10-24T00:00:00,48981000000.0,,3775000000.0,1107000000.0,,70187000000.0,2195000000.0,,2.54,sec_edgar:companyfacts
RTX,us,2022-12-31,2025-02-03T00:00:00,67074000000.0,,5197000000.0,4880000000.0,,72632000000.0,31914000000.0,,3.5,sec_edgar:companyfacts
RTX,us,2023-03-31,2023-04-25T00:00:00,17214000000.0,,1426000000.0,-1383000000.0,,72795000000.0,224000000.0,,0.97,sec_edgar:companyfacts
RTX,us,2023-06-30,2023-07-25T00:00:00,35529000000.0,,2753000000.0,-1190000000.0,,72480000000.0,1076000000.0,,1.87,sec_edgar:companyfacts
RTX,us,2023-09-30,2023-10-24T00:00:00,48993000000.0,,1769000000.0,1562000000.0,,69596000000.0,1170000000.0,,1.21,sec_edgar:companyfacts
RTX,us,2023-12-31,2025-02-03T00:00:00,68920000000.0,,3195000000.0,5468000000.0,,59798000000.0,43827000000.0,,2.23,sec_edgar:companyfacts
RTX,us,2024-03-31,2024-04-23T00:00:00,19305000000.0,,1709000000.0,-125000000.0,,60485000000.0,166000000.0,,1.28,sec_edgar:companyfacts
RTX,us,2024-06-30,2024-07-25T00:00:00,39026000000.0,,1820000000.0,2071000000.0,,58985000000.0,231000000.0,,1.36,sec_edgar:companyfacts
RTX,us,2024-09-30,2024-10-22T00:00:00,59115000000.0,,3292000000.0,4042000000.0,,61114000000.0,220000000.0,,2.45,sec_edgar:companyfacts
RTX,us,2024-12-31,2025-02-03T00:00:00,80738000000.0,,4774000000.0,4534000000.0,,60156000000.0,41261000000.0,,3.55,sec_edgar:companyfacts
RTX,us,2025-03-31,2025-04-22T00:00:00,,,1535000000.0,792000000.0,,61516000000.0,212000000.0,,1.14,sec_edgar:companyfacts
RTX,us,2025-06-30,2025-07-22T00:00:00,,,3192000000.0,720000000.0,,62398000000.0,1635000000.0,,2.36,sec_edgar:companyfacts
RTX,us,2025-09-30,2025-10-21T00:00:00,,,5110000000.0,4745000000.0,,64514000000.0,215000000.0,,3.77,sec_edgar:companyfacts
RTX,us,2025-12-31,2026-02-06T00:00:00,,,6732000000.0,7940000000.0,,65245000000.0,204000000.0,,4.96,sec_edgar:companyfacts
RTX,us,2026-03-31,2026-04-21T00:00:00,,,2059000000.0,1309000000.0,,66280000000.0,226000000.0,,1.51,sec_edgar:companyfacts
SBUX,us,2006-10-01,2009-11-20T00:00:00,,,,,,2228500000.0,,,,sec_edgar:companyfacts
SBUX,us,2007-09-30,2009-11-20T00:00:00,,,672600000.0,250900000.0,,2284100000.0,,,0.87,sec_edgar:companyfacts
SBUX,us,2008-06-29,2009-08-05T00:00:00,,,310100000.0,344800000.0,,,,,0.42,sec_edgar:companyfacts
SBUX,us,2008-09-28,2009-11-20T00:00:00,,,315500000.0,274200000.0,,2490900000.0,713000000.0,735500000.0,0.43,sec_edgar:companyfacts
SBUX,us,2008-12-28,2010-02-02T00:00:00,,,64300000.0,520900000.0,,,,,0.09,sec_edgar:companyfacts
SBUX,us,2009-03-29,2010-05-04T00:00:00,,,89300000.0,478500000.0,,,,,0.12,sec_edgar:companyfacts
SBUX,us,2009-06-28,2009-08-05T00:00:00,,,240800000.0,672500000.0,,2818000000.0,0.0,740100000.0,0.32,sec_edgar:companyfacts
SBUX,us,2009-09-27,2011-11-18T00:00:00,9774600000.0,,390800000.0,943400000.0,,3045700000.0,549500000.0,742900000.0,0.52,sec_edgar:companyfacts
SBUX,us,2009-12-27,2010-02-02T00:00:00,,,241500000.0,669000000.0,,3351300000.0,,746500000.0,0.32,sec_edgar:companyfacts
SBUX,us,2010-03-28,2011-05-06T00:00:00,5257400000.0,,458800000.0,773300000.0,,3541000000.0,,748200000.0,0.6,sec_edgar:companyfacts
SBUX,us,2010-06-27,2011-08-05T00:00:00,7869400000.0,,666700000.0,1089800000.0,,3520900000.0,549400000.0,743700000.0,0.87,sec_edgar:companyfacts
SBUX,us,2010-10-03,2011-11-18T00:00:00,10707400000.0,,945600000.0,1264200000.0,,3674700000.0,549400000.0,742600000.0,1.24,sec_edgar:companyfacts
SBUX,us,2011-01-02,2012-01-31T00:00:00,2950800000.0,,346600000.0,544700000.0,,4051700000.0,,748800000.0,0.45,sec_edgar:companyfacts
SBUX,us,2011-04-03,2011-05-06T00:00:00,5736500000.0,,608100000.0,430400000.0,,4317800000.0,,748800000.0,0.79,sec_edgar:companyfacts
SBUX,us,2011-07-03,2011-08-05T00:00:00,8668700000.0,,887400000.0,754300000.0,,4338900000.0,,748400000.0,1.15,sec_edgar:companyfacts
SBUX,us,2011-10-02,2011-11-18T00:00:00,11700400000.0,,1245700000.0,1080500000.0,,4384900000.0,,744800000.0,1.62,sec_edgar:companyfacts
SBUX,us,2012-01-01,2012-01-31T00:00:00,3435900000.0,,382100000.0,312800000.0,,4772800000.0,,752600000.0,0.5,sec_edgar:companyfacts
SBUX,us,2012-04-01,2012-05-02T00:00:00,6631800000.0,,691900000.0,261800000.0,,5133900000.0,,757900000.0,0.9,sec_edgar:companyfacts
SBUX,us,2012-07-01,2012-08-02T00:00:00,9935400000.0,,1025100000.0,610400000.0,,5385000000.0,,759800000.0,1.33,sec_edgar:companyfacts
SBUX,us,2012-09-30,2012-11-16T00:00:00,13299500000.0,,1383800000.0,894100000.0,,5109000000.0,,749300000.0,1.79,sec_edgar:companyfacts
SBUX,us,2012-12-30,2013-01-29T00:00:00,3799600000.0,,432200000.0,825000000.0,,5169300000.0,,748900000.0,0.57,sec_edgar:companyfacts
SBUX,us,2013-03-31,2013-04-30T00:00:00,7355400000.0,,822500000.0,887600000.0,,5321400000.0,,748300000.0,1.08,sec_edgar:companyfacts
SBUX,us,2013-06-30,2013-07-30T00:00:00,11097200000.0,,1240300000.0,1255600000.0,,5741500000.0,,751100000.0,1.63,sec_edgar:companyfacts
SBUX,us,2013-09-29,2013-11-18T00:00:00,14892200000.0,,8300000.0,1757100000.0,,4480200000.0,1299400000.0,753200000.0,0.01,sec_edgar:companyfacts
SBUX,us,2013-12-29,2014-01-28T00:00:00,4239600000.0,,540700000.0,-1658000000.0,,4887400000.0,2047900000.0,756500000.0,0.71,sec_edgar:companyfacts
SBUX,us,2014-03-30,2014-04-29T00:00:00,,,967600000.0,-1487100000.0,,4945100000.0,2048000000.0,754100000.0,1.26,sec_edgar:companyfacts
SBUX,us,2014-06-29,2014-07-29T00:00:00,,,1480300000.0,-944600000.0,,5068800000.0,2048100000.0,751000000.0,1.94,sec_edgar:companyfacts
SBUX,us,2014-09-28,2014-11-14T00:00:00,,,2068100000.0,-553100000.0,,5272000000.0,2048300000.0,749500000.0,2.71,sec_edgar:companyfacts
SBUX,us,2014-12-28,2015-01-27T00:00:00,,,983100000.0,1133400000.0,,5775400000.0,2048400000.0,750400000.0,1.3,sec_edgar:companyfacts
SBUX,us,2015-03-29,2015-04-28T00:00:00,,,1478300000.0,1394300000.0,,6008700000.0,2048500000.0,1501000000.0,0.97,sec_edgar:companyfacts
SBUX,us,2015-06-28,2015-07-28T00:00:00,,,2104900000.0,1835700000.0,,5856500000.0,2897200000.0,1490800000.0,1.39,sec_edgar:companyfacts
SBUX,us,2015-09-27,2015-11-12T00:00:00,,,2757400000.0,2445400000.0,,5818000000.0,2347500000.0,1485100000.0,1.82,sec_edgar:companyfacts
SBUX,us,2015-12-27,2016-01-26T00:00:00,,,687600000.0,1304200000.0,,5981500000.0,2347700000.0,1485600000.0,0.46,sec_edgar:companyfacts
SBUX,us,2016-03-27,2016-04-26T00:00:00,,,1262600000.0,1517300000.0,,5094600000.0,2996500000.0,1464500000.0,0.84,sec_edgar:companyfacts
SBUX,us,2016-06-26,2016-07-27T00:00:00,,,2016800000.0,2237200000.0,,5721800000.0,3602200000.0,1466400000.0,1.35,sec_edgar:companyfacts
SBUX,us,2016-10-02,2018-11-16T00:00:00,21315900000.0,,2817700000.0,3134800000.0,,5884000000.0,3602200000.0,1460500000.0,1.9,sec_edgar:companyfacts
SBUX,us,2017-01-01,2018-11-16T00:00:00,5732900000.0,,751800000.0,1188300000.0,,5796600000.0,3185700000.0,1457200000.0,0.51,sec_edgar:companyfacts
SBUX,us,2017-04-02,2018-11-16T00:00:00,5294000000.0,,1404900000.0,1301100000.0,,5605000000.0,3967500000.0,1447700000.0,0.96,sec_edgar:companyfacts
SBUX,us,2017-07-02,2018-07-31T00:00:00,16688500000.0,,2096100000.0,2064300000.0,,5843400000.0,3935500000.0,1445700000.0,1.43,sec_edgar:companyfacts
